,Index,Cities,Recipient Name,Lat,Lon,Long Description,Value,YEAR,Donor Agency,duplicate_project,City
164,1294.0,Sucre,Bolivia,-19.0477251,-65.2594306,Programa de agua potable y saneamiento Sucre IV,0.0,2022.0,BMZ,no,Sucre
165,1298.0,Oruro,Bolivia,-18.666667,-67.666667,"Promoting civic participation, environmental protection and urban agriculture as well as development of an integral strategy in Oruro, Bolivia",0.000885,2022.0,BMZ,no,Oruro
166,1311.0,Santa Cruz,Bolivia,-17.333333,-61.5,"Strengthening the way of life of the indigenous and Afro-Bolivian population in the department of Santa Cruz, Bolivia",0.001239,2022.0,BMZ,no,Santa Cruz
167,1327.0,Gaza,Palestinian Territory,31.5128679,34.4581358,"The Palestinian people suffer from limited access to resources, geographic fragmentation, internal political tensions, and severe restrictions on the movement of people and goods due to the Israeli occupation and blockade of Gaza. Due to financial and economic constraints, the public sector is barely able to provide the necessary social services. As a consequence, non-governmental social institutions and NGOs are stepping in. But also the non-state actors are affected by the same problems. Œ ŒThe project goal of the IPR is to strengthen the resilience of vulnerable Palestinian communities. The approach combines improving social infrastructure and services in conjunction with fostering social cohesion. The project combines the two fields of action of BMZ´s Transitional Development Assistance ""Reconstruction of basic infrastructure and services"" and ""Peaceful and inclusive coexistence"". Œ ŒThe activities comprise three complementary outputs, for which EUR 13 million has been made available: ŒOutput 1: Rehabilitation and/or expansion of social infrastructure with a focus on Gaza, East Jerusalem and selective C areas. ŒOutput 2: Strengthening the capacity of social institutions in the areas of management, operation and maintenance. ŒOutput 3: Strengthen social cohesion through the formulation and implementation of community resilience plans.",0.07,2022.0,BMZ,yes,Gaza
168,1328.0,Goma,Democratic Republic of the Congo,-1.6665685,29.225652,Supporting vulnerable internally displaced persons on the outskirts of Goma with a special focus on women,0.000385,2022.0,BMZ,no,Goma
169,1332.0,Mandera,"Africa, regional",,,Building Resilience of Agro-Pastoralist Communities project in Mandera and Wajir Counties in Kenya and Liban Zone in Ethiopia,0.002690035,2022.0,BMZ,no,Mandera
170,1335.0,Jacmel,Haiti,18.2352587,-72.5375127,"Agroecology and health in three parishes of the Diocese of Jacmel, Haiti",0.00088515,2022.0,BMZ,no,Jacmel
171,1337.0,Quetzaltenango,Guatemala,14.7360257,-91.6152074,"Improving primary health care in the Departments of Quetzaltenango and Totonicapán, archdiocese of Los Altos, Guatemala",0.00151915,2022.0,BMZ,yes,Quetzaltenango
172,1342.0,San Salvador,El Salvador,13.6989939,-89.1914249,"Integral promotion of health prevention, child protection, sustainable agriculture in the Archdiocese of San Salvador",0.001276,2022.0,BMZ,no,San Salvador
173,1344.0,Amman,Jordan,31.9515694,35.9239625,"Lacking income and employment opportunities represent a major challenge in the MENA region. This also applies to Jordan, where official unemployment among youth has reached more than 40% (15-24 years, 2021). This is due to cultural values and often poor quality of trainings provided by Vocational Institutes in Jordan.  people thus have few opportunities for economic participation and employment, while the private sector suffers from a shortage of qualified employees. ŒThis measure represents the second phase if a very closely interlinked first phase (see 37524) of the overall concept 'HTUplus'. ŒThe aim of HTUplus is to increase the attractiveness of Technical and Vocational Education and Training (TVET) and thus to contribute to a mind-shift among younger population in Jordan, where an academic career is considered as the preferable path to strive for. Œ ŒPhase I foresees i) construction and equipment of a new TVET campus under the umbrella of the Al Hussein Technical  (HTU) in Amman, and ii) rehabilitate, upgrade and provide modernized training courses in selected areas of the public vocational institutes in Irbid for their long-term integration into the HTUplus model. Œ ŒPhase II (consisting of 40425 and 40322) is intended to provide further support to the project partner HTU as lighthouse of labormarket-oriented TVET and in acting as driver of change, reforming the TVET sector in Jordan. Under Phase II, the concept of HTUplus is to be extended to additional 6 TVET institutes, geographically located all across Jordan. Rehabilitation and construction works, as well as a modernization of training capacities and programmes in selected areas ought to pave the way for a long-term integration under the umbrella of HTUplus in order to support a nationwide breakthrough of practice-oriented and high-quality TVET in Jordan.",0.0,2022.0,BMZ,yes,Amman
174,1357.0,Mutare,Zimbabwe,-19.24886155,32.43774794553033,"Promoting civil conflict resolution strategies in the Diocese of Mutare, Zimbabwe",0.0015855,2022.0,BMZ,no,Mutare
175,1371.0,Rio Negro,Paraguay,,,"The objective of the project is to consolidate the management of the protected areas (PA) of the Chaco Biosphere Reserve by the Ministry of Environment (Ministerio de Ambiente y Desarrollo Sostenible - MADES). The Chaco Biosphere Reserve is located in northern Paraguay and includes six core areas, which will receive varying degrees of support from the project: Parque Nacional Defensores del Chaco, Parque Nacional Médanos del Chaco, Parque Nacional Rio Negro, Parque Nacional Teniente Agripino Enciso, Reserva Natural Cerro Cabrera-Timanaé and Monumento Natural Chovoreca. The following outputs are foreseen: 1. Establishment of the basic conditions for effective management of the protected areas of the Chaco Biosphere Reserve; 2. Strengthening of the Ministry of Environment MADES for effective management of the protected areas of the Chaco Biosphere Reserve. Œ ŒThe grant recipient is the Ministry of Environment MADES, the project is implemented by the NGO WWF-Paraguay. Œ ŒThe direct target group is the rural and especially indigenous population living in and around the protected areas, whose livelihood depends on the use of natural resources. The direct target group also includes the staff of MADES, which is responsible for managing the Chaco Biosphere Reserve's protected areas. Œ ŒIndirectly, the entire population living around the protected areas benefits, by contributing to the conservation of biodiversity and its ecosystem services. Œ ŒWe estimate the total costs at EUR 7.0 million, of which 85% (EUR 6 million) will be covered by the FC grant.",0.00218494,2022.0,BMZ,no,Rio Negro
176,1372.0,Un,Côte d'Ivoire,,,"Enjeu central ŒLe secteur agricole, se caractérise par des unités de production de subsistance à petite échelle. L'accès insuffisant aux débouchés et le manque de capital d'investissement freinent leur développement. De plus, les institutions de crédit sont réticentes à accorder des crédits aux petits agriculteurs. Œ ŒRésultats immédiats ŒL'objectif du projet est d'améliorer la situation écologique des petits agriculteurs, des coopératives et des petites et moyennes entreprises agricoles soutenus, tout en respectant les normes environnementales et sociales convenues. Œ ŒExtrants principaux ŒUn mécanisme de financement sera mis en place pour fournir des lignes de crédit à des banques et des institutions de microfinance sélectionnées pour l'octroi de crédits agricoles, à condition que celles-ci accordent à leur tour des crédits aux bénéficiaires finaux. Les partenaires financiers recevront des conseils stratégiques sur le potentiel d'expansion de leur portefeuille agricole, afin d'une part de permettre à de nouveaux groupes cibles d'accéder à des financements et d'autre part d'améliorer les offres de crédit. Parallèlement, des organisations pertinentes de soutien aux acteurs des chaînes de valeur agricoles bénéficieront de conseils techniques pour améliorer leur offre de formation. Œ ŒGroup cible ŒPetits agriculteurs des zones rurales qui ont accès à la terre, aux droits d'utilisation des terres et à la capacité de main-d' uvre nécessaire, mais qui ne disposent pas des ressources financières et des connaissances suffisantes pour produire des denrées de qualité et les commercialiser. En outre, des personnes qui ne sont pas directement bénéficiaires, comme les travailleurs migrants et les travailleurs auxiliaires, en profitent également. Œ ŒContribution à la mise en oeuvre nationale de l'Agenda 2030 ŒMettre fin à la pauvreté (cible 1) et à à la faim (cible 2).",0.0,2022.0,BMZ,no,Un
